Brand,Model,Type,Screen Size,Display Technology,Condition,name,price,Display Resolution,Display Type,Refresh Rate,TV Operation System,Exchange Possible,Projector Resolution,Image Brightness,Projector Features,Operating System,Maximum Resolution,Storage Capacity,Connectivity
Samsung,AU7100PVG,TVs,60 inches,CRT,Brand New,60” Au7100 Uhd 4K Hdr Smart TV Samsung (2021),"GH₵ 6,600",,Glossy,120 Hz,,,,,,,,,
TCL,50P635,TVs,50 inches,LED,Brand New,Latest TCL 50P635 50 Inch HDR Google Tv(Black),"GH₵ 4,699",,,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,New Out Now TCL 43”Smart Android FHD Satellite TV(43S5400A),"GH₵ 3,300",1080p (FullHD),Glossy,60 Hz,Android TV,,,,,,,,
Sony,50W660F,TVs,50 inches,LED,Brand New,"Durable and Affordable Sony 50 Inch Android Tv,50W660F.","GH₵ 6,999",,,,,,,,,,,,
Toshiba,43S25,TVs,43 inches,LED,Brand New,Toshiba 43inch TV Frameless,"GH₵ 2,300",1080p (FullHD),Glossy,60 Hz,Without Smart TV,No,,,,,,,
Samsung,Ua43t5300,TVs,43 inches,LED,Brand New,"Brand New Samsung 43""Inches LED Ua43t5300fhd Smart Satellite","GH₵ 4,499",,,,,,,,,,,,
LG,Up75,TVs,70 inches,LED,Brand New,"LG (70 Inch) Ultra HD (4K) LED Smart Tv,","GH₵ 19,000",2160p (4K),,240 Hz,,,,,,,,,
Panasonic,panasonic pabx,Other,,,Brand New,Panasonic Pabx 3 Lines 8 Extensions Tes824bx With Console,"GH₵ 7,400",,,,,,,,,,,,
Nasco,,TVs,40 inches,LED,Brand New,Nasco 40” Full Satellite TV,"GH₵ 1,800",720p (HD),Glossy,50 Hz,,,,,,,,,
TCL,TCL 32,TVs,32 inches,LED,Brand New,"TCL 32"" Class 3-series HD LED Satellite Digital TV","GH₵ 1,350",2160p (4K),Glossy,,,,,,,,,,
TCL,40D300,TVs,40 inches,LED,Brand New,"Promotion TCL 40""Inches TV LED Digital","GH₵ 2,399",1080p (FullHD),,,,,,,,,,,
LG,,TVs,,,Brand New,"High Quality LG 32luq63 32"" Smart Full HD HDR LED TV","GH₵ 2,799",,,,,,,,,,,,
Samsung,,TVs,65 inches,,Brand New,Samsung 65 Inches Crystal UHD 4K Smart TV,"GH₵ 8,100",2160p (4K),,240 Hz,,,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,"Supreme Nas-J43fb Nasco 43""Fhd TV","GH₵ 1,949",1080p (FullHD),,,,,,,,,,,
sound bar,new 2023,Blu-Ray Players,,,Brand New,PTOTECH Sound Bar System Sound Bar System,GH₵ 999,,,,,No,,,,,,,
Samsung,,TVs,75 inches,LED,Brand New,Loyal 75 Samsung Smart Crystal UHD 4K TV,"GH₵ 14,999",1080p (FullHD),,,,,,,,,,,
Xiaomi,Mi Box 2nd Generation,TV Boxes,,,Brand New,Xiaomi Tv Box S 2nd Generation,GH₵ 850,,,,,No,,,,Android,4K,Other,Bluetooth
Nasco,,TVs,50 inches,LED,Brand New,Gorgeous _50 Smart Nasco UHD 4k With Facebook,"GH₵ 2,249",2160p (4K),,,,,,,,,,,
LG,,TVs,32 inches,LED,Brand New,Best LG 32 Smart Tv,"GH₵ 2,099",1080p (FullHD),,,,,,,,,,,
Other,,TVs,,,Brand New,"Nasco Digital Satellite LED TV - 32"" Black + Free Bracket","GH₵ 1,150",,,,,,,,,,,,
Other,tv box,TV Boxes,,,Brand New,LTE TV Box,GH₵ 950,,,,,,,,,Android,FulHD,256 GB,"Ethernet, HDMI, USB, VGA"
Nasco,,TVs,43 inches,,Brand New,New Nasco Full HD Digital Satellite LED TV 43 Inches,"GH₵ 1,899",1080p (FullHD),,,,,,,,,,,
Other,bad-h32fb,TVs,32 inches,LED,Brand New,New Nasco 32 Inch Digital Satellite LED TV,"GH₵ 1,299",,,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,Brand New LG Uhd 55up75 Smart TV,"GH₵ 4,699",2160p (4K),Glossy,,,,,,,,,,
LG,,TVs,,,Brand New,LG 88'' Signature 8K Smart Oled Ai TV,"GH₵ 250,000",,,,,,,,,,,,
LG,NANO75,TVs,50 inches,LED,Brand New,LG 50” Clear Cast Smart NANO813 Virtual 3D Surround +DSTV,"GH₵ 7,499",2160p (4K),,120 Hz,,,,,,,,,
Samsung,85Q60A(QLED 4K),TVs,85 inches,QLED,Brand New,First Class Samsung 85” Class Q60A QLED Smart TV,"GH₵ 34,999",,,,,,,,,,,,
TCL,50P635,TVs,50 inches,LED,Brand New,Quality Tv Uhd Android 50P635 P635 TCL HDR Google TV,"GH₵ 4,699",2160p (4K),Glossy,,,,,,,,,,
Itel,G4351L,TVs,43 inches,LED,Brand New,Latest ITEL TV 43inch (G4351L) Smart Android Satellite TV,"GH₵ 2,749",,,,,,,,,,,,
LG,,TVs,75 inches,LED,Brand New,"LG Nanocell TV 75 Inch NANO75 Series, 4K Active","GH₵ 14,750",2160p (4K),Glossy,60 Hz,,,,,,,,,
LG,65 nano 756,TVs,65 inches,LED,Brand New,65”Nanocell UHD Smart LG 756 (Dstv),"GH₵ 12,999",2160p (4K),Glossy,,,,,,,,,,
Other,ASANO 55,TVs,55 inches,LED,Brand New,Fantastic Asano 55 Smart Android UHD Bluetooth TV,"GH₵ 3,599",2160p (4K),,,,,,,,,,,
LG,,TVs,,,Brand New,"LG 65"" 4K UHD Smart Digital Satellite TV + Magic Remote","GH₵ 6,300",,,,,,,,,,,,
LG,,TVs,,,Brand New,New Oled55cxpua 55'' Cx LG Oled TV With Thinq® Ai,"GH₵ 10,900",,,,,,,,,,,,
Asano,UT4,TVs,50 inches,LED,Brand New,Divine Champion Asano 55 Smart Android UHD Bluetooth TV,"GH₵ 4,779",,,,,,,,,,,,
LG,,TVs,55 inches,,Brand New,Fide LG 55 UHD Smart Tv,"GH₵ 7,999",,,,,,,,,,,,
Other,,TVs,,,Brand New,Nasco FHD Satellite TV - 43inch Black,"GH₵ 2,200",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Quality Samsung Smart LED TV, 189 Cm, 75RU7172, 4K Ultra HD","GH₵ 12,500",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Samsung 50"" Crystal AU7022 UHD Smart TV 2021","GH₵ 6,799",,,,,,,,,,,,
LG,50UQ75003,TVs,50 inches,LED,Brand New,Narrow Bezel Vivid Clear Contrast LG UHD 50”UQ75003+Dstv,"GH₵ 6,999",2160p (4K),Glossy,,,,,,,,,,
Asano,UT4,TVs,50 inches,LED,Brand New,Divine Champion Asano 55 Smart Android UHD Bluetooth TV,"GH₵ 4,779",,,,,,,,,,,,
LG,,TVs,55 inches,,Brand New,Fide LG 55 UHD Smart Tv,"GH₵ 7,999",,,,,,,,,,,,
Other,,TVs,,,Brand New,Nasco FHD Satellite TV - 43inch Black,"GH₵ 2,200",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Quality Samsung Smart LED TV, 189 Cm, 75RU7172, 4K Ultra HD","GH₵ 12,500",,,,,,,,,,,,
TCL,D3200,TVs,32 inches,CRT,Brand New,TCL Android AI Smart TV2021 D3200 32 Inch,"GH₵ 1,699",2160p (4K),Glossy,120 Hz,,,,,,,,,
Samsung,,TVs,,,Brand New,"Samsung 50"" Crystal AU7022 UHD Smart TV 2021","GH₵ 6,799",,,,,,,,,,,,
LG,50UQ75003,TVs,50 inches,LED,Brand New,Narrow Bezel Vivid Clear Contrast LG UHD 50”UQ75003+Dstv,"GH₵ 6,999",2160p (4K),Glossy,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,Courageous Samsung 65 Smart Crystal UHD TV AU71000,"GH₵ 10,899",1080p (FullHD),,,,,,,,,,,
LG,LP50,TVs,32 inches,LED,Brand New,LP50 Smart 32 Inches LED Glossy Lg Original Tv,"GH₵ 1,599",2160p (4K),Glossy,,,,,,,,,,
LG,,TVs,70 inches,LED,Brand New,New Lg 70” 2020 Model Smart Thinq Ai Led Tv With Magic Remot,"GH₵ 9,500",,Glossy,60 Hz,,,,,,,,,
Samsung,,TVs,55 inches,QLED,Brand New,"Outstanding New Samsung 55"" QLED TV","GH₵ 6,999",2160p (4K),Glossy,120 Hz,,,,,,,,,
Other,Asano 40”,TVs,40 inches,LED,Brand New,Ultra Slim Ghana Made Asano 40” FHD Digital Satellite+Mount,"GH₵ 1,999",1080p (FullHD),Glossy,,,,,,,,,,
Samsung,,TVs,55 inches,QLED,Brand New,"Outstanding New Samsung 55"" QLED TV","GH₵ 6,999",2160p (4K),Glossy,120 Hz,,,,,,,,,
Other,Asano 40”,TVs,40 inches,LED,Brand New,Ultra Slim Ghana Made Asano 40” FHD Digital Satellite+Mount,"GH₵ 1,999",1080p (FullHD),Glossy,,,,,,,,,,
Samsung,,TVs,65 inches,LED,Brand New,Samsung 65 Inch Crystal Uhd Au7000 Series Uhd HDR Smart,"GH₵ 11,500",2160p (4K),,240 Hz,,,,,,,,,
Samsung,50Au9072,TVs,50 inches,LED,Brand New,Au9072 50”UHD Smart Samsung Tv Best Deal +Dstv,"GH₵ 8,500",2160p (4K),Glossy,,,,,,,,,,
Nasco,NAS-B32FB,TVs,32 inches,LED,Brand New,Affordable Brand New Nasco 32 Led Digital Satellite TV,"GH₵ 1,099",1080p (FullHD),,,,No,,,,,,,
Asano,Asano,TVs,32 inches,LED,Brand New,Original Asano 32 Smart Tv,"GH₵ 1,350",,,,,,,,,,,,
LG,,TVs,65 inches,LED,Brand New,Superb LG 65UP7550 65 Inches 4K Active HDR Webos Smart TV,"GH₵ 7,400",2160p (4K),,60 Hz,,,,,,,,,
Banana tv,B58s,TVs,50 inches,LED,Brand New,"Banana 58""Inches TV Smart Android Uhd","GH₵ 6,500",2160p (4K),,,Android TV,,,,,,,,
Nasco,,TVs,40 inches,LED,Brand New,"Buy NAS-P40FBD Digital Satellite TV - 40"" Black","GH₵ 1,900",1080p (FullHD),,60 Hz,,,,,,,,,
LG,,TVs,75 inches,LED,Brand New,"LG Nanocell TV 75 Inch NANO75 Series, 4K Active","GH₵ 14,750",2160p (4K),Glossy,60 Hz,,,,,,,,,
Other,,TVs,,,Brand New,Quality Roch 39 Smart Digital TV,"GH₵ 1,197",,,,,,,,,,,,
LG,43UP7550PVG,TVs,43 inches,LED,Brand New,LG LED 43up7550pvg Uhd Smart Satellite 4K TV,"GH₵ 5,999",,,,,,,,,,,,
TCL,50P635,TVs,50 inches,LED,Brand New,Very Exclusive TCL 50 Smart Android UHD Tv,"GH₵ 4,599",2160p (4K),,,Google TV,No,,,,,,,
Asano,65,TVs,65 inches,LED,Brand New,Super Quality Asano 65” Smart Uhd Bluetooth Led Tv(Black).,"GH₵ 6,349",2160p (4K),Glossy,240 Hz,Smart TV (android AOSP),,,,,,,,
LG,32LM55,TVs,32 inches,LED,Brand New,L.G 32inch TV Digital,"GH₵ 1,999",1080p (FullHD),Glossy,120 Hz,Without Smart TV,No,,,,,,,
Xiaomi,"Q1 75"" L75M6-ESG",TVs,75 inches,LED,Brand New,"Xiaomi Mi TV Q1 75"" L75m6-Esg","GH₵ 23,849",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 50nu7090 50-inch Ulta HD 4K Smart LED TV,"GH₵ 3,999",,,,,,,,,,,,
Samsung,40n5000,TVs,40 inches,LED,Brand New,Samsung 40 Inches Full HD Smart LED TV,"GH₵ 3,650",,,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,TCL 50inch Smart Android Tv (50o635)##>Foreign Standard,"GH₵ 4,699",,,,,,,,,,,,
Skyworth,,TVs,55 inches,LED,Brand New,Awesome Skyworth 55 Inch TV,"GH₵ 3,850",,Glossy,,,,,,,,,,
LG,ZX,TVs,88 inches,OLED,Brand New,LG Signature 88” Oled 8K Smart TV With Ai Thinq 88zxpva,"GH₵ 350,000",4320p (8K),,240 Hz,,,,,,,,,
Samsung,65AU7092,TVs,65 inches,LED,Brand New,"Samsung LED 65AU7092, 163 Cm, Smart, Ultra HD, TV","GH₵ 10,999",2160p (4K),Glossy,,Tizen,No,,,,,,,
Samsung,,TVs,75 inches,LED,Brand New,Loyal 75 Samsung Smart Crystal UHD 4K TV,"GH₵ 14,999",1080p (FullHD),,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 55inches 4K Smart Digital Satellite Television,"GH₵ 5,800",,,,,,,,,,,,
Other,,TVs,32 inches,,Brand New,Protech Satellite TV,"GH₵ 1,094",,,,,,,,,,,,
Samsung,50Q60A,TVs,50 inches,LED,Brand New,Elegant Black Samsung(50Q60A)50” QLED Smart Tv,"GH₵ 7,999",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,Samsung 50nu7090 50-inch Ulta HD 4K Smart LED TV,"GH₵ 3,999",,,,,,,,,,,,
Nasco,,TVs,32 inches,LED,Brand New,Digital Satellite Nasco 32′′ LED Fhd Satellite Smart TV,"GH₵ 1,350",1080p (FullHD),,60 Hz,,,,,,,,,
Nasco,,TVs,43 inches,LED,Brand New,"Supreme Nas-J43fb Nasco 43""Fhd TV","GH₵ 1,949",1080p (FullHD),,,,,,,,,,,
Other,Other,TVs,32 inches,LED,Brand New,Brand New Pearl Frameless LED TV Tv Tv Tv Tv Tv Tv,"GH₵ 1,200",,,,,,,,,,,,
Nasco,NAS-B32FB,TVs,32 inches,LED,Brand New,Affordable Brand New Nasco 32 Led Digital Satellite TV,"GH₵ 1,099",1080p (FullHD),,,,No,,,,,,,
Other,,TVs,,,Brand New,Nasco 43 Slim LED TV,"GH₵ 1,690",,,,,,,,,,,,
Other,Asano 43smart-,TVs,43 inches,LED,Brand New,First Class Asano 43′′ Smart TV 43ds2 Silver/Black,"GH₵ 2,699",,,,,,,,,,,,
TCL,D3200,TVs,32 inches,CRT,Brand New,TCL Android AI Smart TV2021 D3200 32 Inch,"GH₵ 1,699",2160p (4K),Glossy,120 Hz,,,,,,,,,
LG,Lg32lp5000,TVs,32 inches,LED,Brand New,Fire Proof LG Lg32lp5000 32” Uhd LED TV,"GH₵ 1,649",,,,,,,,,,,,
Samsung,85AU800,TVs,85 inches,LED,Brand New,Samsung 85” Inches Crystal UHD Flat Smart TV,"GH₵ 30,000",2160p (4K),Glossy,,Tizen,No,,,,,,,
Samsung,43ru7172,TVs,43 inches,LED,Brand New,"Sharp Samsung (2019) UHD 4K Smart Digital Satellite TV - 43""","GH₵ 3,990",,,,,,,,,,,,
Nasco,j50fus,TVs,50 inches,LED,Brand New,Superb Nasco 50 Android Television,"GH₵ 3,699",,Glossy,,Android TV,,,,,,,,
Other,,TVs,,,Brand New,"Nasco 55"" Fhd Dvb T2 Satellite LED Slim TV","GH₵ 2,799",,,,,,,,,,,,
Nasco,nas-j50fb,TVs,50 inches,LED,Brand New,Stylish 50 Nasco 50 Fhd Tv,"GH₵ 2,700",,,,,,,,,,,,
Skyworth,55,TVs,55 inches,LED,Brand New,New in Box Skyworth 55 Smart Uhd Tv,"GH₵ 5,300",2160p (4K),,,,,,,,,,,
Samsung,75Q60B,TVs,75 inches,QLED,Brand New,(75Q60B)Authentic Samsung Smart QLED 75 Tv Available Now.,"GH₵ 24,999",,,,,,,,,,,,
Nasco,43,TVs,43 inches,LED,Brand New,TV 2023 TV 43smart Android Tv Asano Tv 1080p Tv New in Box,"GH₵ 2,599",,,,,No,,,,,,,
LG,,TVs,75 inches,LED,Brand New,"LG Nanocell TV 75 Inch NANO75 Series, 4K Active","GH₵ 14,750",2160p (4K),Glossy,60 Hz,,,,,,,,,
TCL,43D3200,TVs,43 inches,LED,Brand New,High Quality TCL 43 Inch Full HD LED Tv on Sale(43D3200)”.,"GH₵ 2,799",,,,,,,,,,,,
Other,55A7,TVs,55 inches,LED,Brand New,Sunny Walk UHD Smart Android Good 55inch $?,"GH₵ 4,599",2160p (4K),,,,,,,,,,,
Samsung,,TVs,55 inches,LED,Brand New,Dynamic _4k Smart Samsung Series 8 With Bluetooth,"GH₵ 4,899",2160p (4K),,,,,,,,,,,
Nasco,,TVs,55 inches,LED,Brand New,Nasco 55 Smart Android UHD 4k 2022 TV,"GH₵ 3,299",1080p (FullHD),,,,,,,,,,,
LG,,TVs,55 inches,LED,Brand New,"LG 55up8000pua Alexa Built-in 55"" Smart Uhd TV","GH₵ 8,000",2160p (4K),,60 Hz,,,,,,,,,
Other,5502,TVs,32 inches,LED,Brand New,"New in Box Asano 32"" Smart TV","GH₵ 1,900",,,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,TCL 50inch Smart Android Tv (50o635)##>Foreign Standard,"GH₵ 4,699",,,,,,,,,,,,
TCL,50C715,TVs,50 inches,QLED,Brand New,Quality Made TCL QLED 50 Smart UHD Tv,"GH₵ 6,399",1080p (FullHD),,,Google TV,No,,,,,,,
LG,,TVs,,,Brand New,Brand New~** LG 1250W Bass Blass 4.1ch Bluetooth LHD687BG,"GH₵ 4,200",,,,,,,,,,,,
Nasco,50FB,TVs,50 inches,LED,Brand New,"Nasco 50 Inches Satellite TV,","GH₵ 3,000",,,,,,,,,,,,
TCL,50p635,TVs,50 inches,LED,Brand New,Fresh in Box UHD Smart 50”P635 TCL,"GH₵ 4,699",2160p (4K),Glossy,,,,,,,,,,
TCL,65,TVs,65 inches,LED,Brand New,Cool Deal TCL 65 Android TV ¢,"GH₵ 6,800",2160p (4K),,,,,,,,,,,
Nasco,2022/2023,TVs,50 inches,LED,Brand New,Quality Yet Affordable Nasco 50” Smart Tv in Stock(,"GH₵ 2,999",2160p (4K),Matte,240 Hz,Smart TV (android AOSP),No,,,,,,,
LG,43UP7550PVG,TVs,43 inches,LED,Brand New,LG LED 43up7550pvg Uhd Smart Satellite 4K TV,"GH₵ 5,999",,,,,,,,,,,,
Samsung,,TVs,,,Brand New,"Samsung 50"" Crystal AU7022 UHD Smart TV 2021","GH₵ 6,799",,,,,,,,,,,,
LG,55NANO756 (NANOCEL),TVs,55 inches,LED,Brand New,LG 55NANO80VNA 55 Inches Webos Smart Active HDR Nanocell,"GH₵ 9,999",,,,,,,,,,,,
LG,,TVs,,,Brand New,"LG Oled55c9pua 55"" C9 Smart Oled 4K Uhd TV With Hdr (2019)","GH₵ 9,990",,,,,,,,,,,,
Other,,TVs,,,Brand New,"4k_ultra_hd Smart and Digital Satellite Protech 55"" TV","GH₵ 2,699",,,,,,,,,,,,
Asano,asano 55+Bluetooth,TVs,55 inches,LED,Brand New,"Asano 55"" Smart(Android) UHD 4K 2021","GH₵ 4,799",2160p (4K),Glossy,120 Hz,,,,,,,,,
Samsung,,TVs,50 inches,LED,Brand New,Hilarious Airslim// Samsung 50 Crystal UHD Smart HDR 4k Led,"GH₵ 4,799",2160p (4K),,,,,,,,,,,
LG,,TVs,55 inches,,Brand New,Smart Uhd 55 Smart 4k Tv,"GH₵ 5,199",,,,,,,,,,,,
LG,,TVs,,,Brand New,"LG 43LM6300 43"" FHD Smart Satellite","GH₵ 4,650",,,,,,,,,,,,
Other,NAS-50FB,TVs,50 inches,LED,Brand New,"Quality Clear View Nasco 50""Satellite Digital TV","GH₵ 2,900",1080p (FullHD),Glossy,120 Hz,,,,,,,,,
TCL,32S5400A,TVs,43 inches,LED,Brand New,TCL 43 Bezel-Less S Series HD Ready Smart Android LED TV,"GH₵ 3,199",1080p (FullHD),,,Android TV,,,,,,,,
Nasco,nas-p40fbd,TVs,40 inches,LED,Brand New,Perfect Nasco 40 Digital Satellite Tv,"GH₵ 1,500",,,,,,,,,,,,
Asano,A32,TVs,32 inches,LED,Brand New,Perfect Asano 32 Smart Android Tv,"GH₵ 1,700",,Glossy,,,,,,,,,,
LG,LG j,TVs,32 inches,LED,Brand New,LG 32 Inches Digital Satellite Televisions,"GH₵ 1,950",,,,Without Smart TV,,,,,,,,
Samsung,Au7172,TVs,55 inches,LED,Brand New,Samsung 55-Inch UHD Smart Digital Satellite TV Series 7,"GH₵ 7,200",480p,,,,,,,,,,,
TCL,TCL 43,TVs,43 inches,LED,Brand New,Best Quality TCL 43 Android TV,"GH₵ 3,600",1080p (FullHD),Matte,120 Hz,Android TV,,,,,,,,
Samsung,AU9000PVG,TVs,55 inches,CRT,Brand New,"55"" 9 Series HDR Smart Samsung TV","GH₵ 6,700",,Glossy,120 Hz,,,,,,,,,
Smeco,32,TVs,32 inches,LED,Brand New,Smeco 32inch TV Digital Satellite,"GH₵ 1,049",1080p (FullHD),Glossy,60 Hz,Without Smart TV,No,,,,,,,
LG,,TVs,65 inches,LED,Brand New,2021 Original LG 65up78006 65inch Uhd HDR Smart LED TV,"GH₵ 12,000",2160p (4K),,60 Hz,,,,,,,,,
Other,Syinix,TVs,32 inches,LED,Brand New,A Fresh Syinix 32inch Digital Satellite Tv,"GH₵ 1,250",,,,,,,,,,,,
Samsung,Au7172,TVs,55 inches,LED,Brand New,Samsung 55-Inch UHD Smart Digital Satellite TV Series 7,"GH₵ 7,200",480p,,,,,,,,,,,
LG,LP50003,TVs,43 inches,LED,Brand New,Best Value Satellite 43” HD Tv LG Digital Plus DSTV,"GH₵ 3,500",1080p (FullHD),,120 Hz,,,,,,,,,
Other,,TVs,,,Brand New,"Be Astonished by NASCO 50"" Digital SATELLITE LED Full HD TV","GH₵ 2,999",,,,,,,,,,,,
Samsung,AU7000,TVs,50 inches,LED,Brand New,2021/2022 Samsung UHD AU7000 125 50inch TV,"GH₵ 4,700",2160p (4K),Glossy,,Smart TV (android AOSP),No,,,,,,,
TCL,D3200,TVs,32 inches,LED,Brand New,Catchy TCL Notable Digital Leading 32” Topping D3200 Tv,"GH₵ 1,350",1080p (FullHD),,120 Hz,,,,,,,,,
LG,75UR78,TVs,75 inches,LED,Brand New,Affordable LG 75 Ur78 TV,"GH₵ 15,500",2160p (4K),Glossy,120 Hz,Smart TV (own system),No,,,,,,,
TCL,TCL 43,TVs,43 inches,LED,Brand New,Best Quality TCL 43 Android TV,"GH₵ 3,600",1080p (FullHD),Matte,120 Hz,Android TV,,,,,,,,
Other,,TVs,65 inches,,Brand New,"New Model Asano 65"" Smart Android LED TV","GH₵ 4,500",2160p (4K),Glossy,120 Hz,,,,,,,,,
Smart,Asano 32 Smart,TVs,32 inches,LED,Brand New,Brand New Asano 32 Smart Android FULL HD TV,"GH₵ 1,899",1080p (FullHD),,,Android TV,No,,,,,,,
Nasco,nas-p40fbd,TVs,40 inches,LED,Brand New,Perfect Nasco 40 Digital Satellite Tv,"GH₵ 1,500",,,,,,,,,,,,
Nasco,Nasco,TVs,32 inches,LED,Brand New,"Full HD Nasco 32 Inch Full HD Digital Satelite LED Tv,Black","GH₵ 1,199",,,,,,,,,,,,
Nasco,J65fus,TVs,65 inches,LED,Brand New,~Latest Nasco 65 Inch Smart Television ~,"GH₵ 6,800",,Glossy,,,,,,,,,,
Sony,55X7500H,TVs,55 inches,LED,Brand New,Most Gorgouse// Sony Bravia 55 Smart HDR Led With Android,"GH₵ 7,699",2160p (4K),,,,,,,,,,,
LG,,TVs,,,Brand New,LG 43inches'' LM55 Series FHD Digital Satellite TV,"GH₵ 4,300",,,,,,,,,,,,
Roch,ROCH 50,TVs,50 inches,LED,Brand New,Roch LED TV 50'' Smart Fhd I Smart Android,"GH₵ 4,699",,,,,,,,,,,,
Zara,ZR-H43FB,TVs,43 inches,LED,Brand New,Superb 43”Led Digital Satellite FHD Tv,"GH₵ 1,999",1080p (FullHD),,,,No,,,,,,,
Samsung,,TVs,65 inches,QLED,Brand New,Remarkable//Samsung 65 UHD Smart QLED Series Q60A,"GH₵ 9,699",2160p (4K),,,,,,,,,,,
Nasco,Nasb32fb,TVs,32 inches,LED,Brand New,Satellite Elite Nasco 32inches FHD Tv (Nasb32fb),"GH₵ 1,089",1080p (FullHD),,,,,,,,,,,
Asano,DT3,TVs,43 inches,LED,Brand New,"Unbeatable Quality Asano 43"" Digital Satellite HD TV [43DT3]","GH₵ 2,099",1080p (FullHD),,60 Hz,Without Smart TV,,,,,,,,
Roch,ROCH 50,TVs,50 inches,LED,Brand New,Roch LED TV 50'' Smart Fhd I Smart Android,"GH₵ 4,699",,,,,,,,,,,,
Zara,ZR-H43FB,TVs,43 inches,LED,Brand New,Superb 43”Led Digital Satellite FHD Tv,"GH₵ 1,999",1080p (FullHD),,,,No,,,,,,,
Samsung,,TVs,65 inches,QLED,Brand New,Remarkable//Samsung 65 UHD Smart QLED Series Q60A,"GH₵ 9,699",2160p (4K),,,,,,,,,,,
Asano,DT3,TVs,43 inches,LED,Brand New,"Unbeatable Quality Asano 43"" Digital Satellite HD TV [43DT3]","GH₵ 2,099",1080p (FullHD),,60 Hz,Without Smart TV,,,,,,,,
Other,Asano 43smart-,TVs,43 inches,LED,Brand New,First Class Asano 43′′ Smart TV 43ds2 Silver/Black,"GH₵ 2,699",,,,,,,,,,,,
Nasco,H32fb,TVs,32 inches,LED,Brand New,"Slim Design,Slim Edge NASCO NAS-H32FB 32′′ DIGITAL SATELLITE","GH₵ 1,150",1080p (FullHD),,60 Hz,,,,,,,,,
LG,,TVs,,,Brand New,"LG 43LM6300 43"" FHD Smart Satellite","GH₵ 4,650",,,,,,,,,,,,
TCL,43S5400A,TVs,43 inches,LED,Brand New,New Out Now TCL 43”Smart Android FHD Satellite TV(43S5400A),"GH₵ 3,300",1080p (FullHD),Glossy,60 Hz,Android TV,,,,,,,,
TCL,C654,TVs,85 inches,QLED,Brand New,"Lardge View TCL 85""Inches TV Qled Uhd","GH₵ 22,000",2160p (4K),Glossy,,Google TV,,,,,,,,
LG,LG j,TVs,32 inches,LED,Brand New,LG 32 Inches Digital Satellite Televisions,"GH₵ 1,950",,,,Without Smart TV,,,,,,,,
Other,Asano 43,TVs,43 inches,LED,Brand New,Arsey Asano 43 Led Digital Satellite TV,"GH₵ 1,799",1080p (FullHD),,,,Yes,,,,,,,
LG,,TVs,55 inches,,Brand New,Smart Uhd 55 Smart 4k Tv,"GH₵ 5,199",,,,,,,,,,,,
LG,,TVs,,,Brand New,LG 43inches'' LM55 Series FHD Digital Satellite TV,"GH₵ 4,300",,,,,,,,,,,,
Other,,TVs,55 inches,LED,Brand New,"Stylish Design Asano 55"" Smart UHD 4k TV","GH₵ 2,899",2160p (4K),Glossy,,,,,,,,,,
Samsung,,TVs,43 inches,LED,Brand New,Frameless Samsung 43 Smart Crystal UHD TV Series 7,"GH₵ 5,499",1080p (FullHD),,,,,,,,,,,
Innova,Flat Screen,TVs,43 inches,LED,Brand New,Innova 43 Inch TV,"GH₵ 3,100",,,,,,,,,,,,
LG,,TVs,,,Brand New,LG 60 Inches Uhdsmart Satellite,"GH₵ 5,657",,,,,,,,,,,,
TCL,S54000,TVs,43 inches,LED,Brand New,TCL 43S5400A HD Android Smart Tv.,"GH₵ 3,150",1080p (FullHD),,60 Hz,Android TV,,,,,,,,
Asano,SY-08,TVs,32 inches,LED,Brand New,"Asano 32"" LED HDR Satellite TV Miracast","GH₵ 1,190",,Glossy,120 Hz,,,,,,,,,
Smart,Asano 32 Smart,TVs,32 inches,LED,Brand New,Brand New Asano 32 Smart Android FULL HD TV,"GH₵ 1,899",1080p (FullHD),,,Android TV,No,,,,,,,
TCL,D32000,TVs,32 inches,LED,Brand New,Satellite Breathtaking 32” Detail TCL Tv Plus DSTV,"GH₵ 1,350",1080p (FullHD),,120 Hz,,,,,,,,,
Asano,SY-08,TVs,32 inches,LED,Brand New,"Asano 32"" LED HDR Satellite TV Miracast","GH₵ 1,190",,Glossy,120 Hz,,,,,,,,,
Smart,Asano 32 Smart,TVs,32 inches,LED,Brand New,Brand New Asano 32 Smart Android FULL HD TV,"GH₵ 1,899",1080p (FullHD),,,Android TV,No,,,,,,,
Nasco,J65fus,TVs,65 inches,LED,Brand New,~Latest Nasco 65 Inch Smart Television ~,"GH₵ 6,800",,Glossy,,,,,,,,,,
